Сортировка;Код;Наименование;Загол-ок (title);Подробное описание;Краткое описание;Цена;Старая цена;Cклад;Продано;META Keywords;META Description;Стоимость доставки;Ограничение на минимальный заказ товара (штук);Файл;Производитель;Страна производителя;Кожух;Способ пуска;Модель двигателя;Тип двигателя;Топливо;Частота вращения двигателя, об/мин;Способ охлаждения;Уровень шума, дБ;Габаритные размеры, мм (ДхШхВ);Вес, кг
0;1094;Бензиновая электростанция G7000H;Бензиновая электростанция G7000H;"&nbsp;";"Дизельные <a href=""/gesan.html"">электростанции Gesan</a> продажа.";121700;0;0;0;Бензиновая электростанция G7000H;Бензиновая электростанция G7000H;0;1;;{Gesan};Испания;{без кожуха};{автозапуск};Honda GX390;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};77;720х500х500;66.5
0;1090;Бензиновая электростанция G7000H;Бензиновая электростанция G7000H;"&nbsp;";"Дизельные <a href=""/gesan.html"">электростанции Gesan</a> продажа в Москве.";74600;0;0;0;;;0;1;;{Gesan};Испания;{без кожуха};{электростарт};Honda GX390;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};77;720х500х500;66.5
0;1094;Бензиновая электростанция G7000H;Бензиновая электростанция G7000H;"&nbsp;";"&nbsp;";121700;0;0;0;;;0;1;;{Gesan};Испания;{без кожуха};{автозапуск};Honda GX390;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};77;720х500х500;66.5
0;1082;Бензиновая электростанция G7000V;Бензиновая электростанция G7000V;"&nbsp;";"Дизельные <a href=""/gesan.html"">электростанции Gesan</a>.";54400;0;0;0;Бензиновая электростанция G7000V;Бензиновая электростанция G7000V;0;1;;{Gesan};Испания;{без кожуха};{ручной};VANGUARD 245432;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};77;800x500x500;70
0;1095;Бензиновая электростанция G7TFH;Бензиновая электростанция G7TFH;"&nbsp;";"Дизельный электрогенератор <a href=""/gesan.html"">Gesan</a>.";129000;0;0;0;;;0;1;;{Gesan};Испания;{без кожуха};{автозапуск};Honda GX390;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};77;720х500х500;68.3
0;1095;Бензиновая электростанция G7TFH;Бензиновая электростанция G7TFH;"&nbsp;";"&nbsp;";129000;0;0;0;;;0;1;;{Gesan};Испания;{без кожуха};{автозапуск};Honda GX390;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};77;720х500х500;68.3
0;1085;Бензиновая электростанция G7TFV;Бензиновая электростанция G7TFV;"&nbsp;";"Заказать генератор <a href=""/gesan.html"">Gesan</a>.";60400;0;0;0;Бензиновая электростанция G7TFV;Бензиновая электростанция G7TFV;0;1;;{Gesan};Испания;{без кожуха};{ручной};VANGUARD 245432;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};77;800x500x500;71
0;1154;Бензиновая электростанция MOSA GE 10000 BES/GS;Бензиновая электростанция MOSA GE 10000 BES/GS;;"<a href=""/mosa.html"">MOSA дизель генератор</a>.";0;0;0;0;Бензиновая электростанция MOSA GE 10000 BES/GS;Бензиновая электростанция MOSA GE 10000 BES/GS;0;1;;MOSA;Италия;без кожуха;электростарт;;Бензиновый;АИ-92;;воздушное;75;;
0;942;Бензиновая электростанция MOSA GE 2500 Family;Бензиновая электростанция MOSA GE 2500 Family;;"<a href=""/mosa.html"">MOSA дизельная электростанция</a>.";0;0;0;0;Бензиновая электростанция MOSA GE 2500 Family;Бензиновая электростанция MOSA GE 2500 Family;0;1;;MOSA;Италия;без кожуха;электростарт;;Бензиновый;АИ-92;;воздушное;73;;
0;956;Бензиновая электростанция MOSA GE 3200 Family;Бензиновая электростанция MOSA GE 3200 Family;;"<a href=""/mosa.html"">MOSA электростанции</a>. генератор.";0;0;0;0;Бензиновая электростанция MOSA GE 3200 Family;Бензиновая электростанция MOSA GE 3200 Family;0;1;;MOSA;Италия;без кожуха;электростарт;;Бензиновый;АИ-92;;воздушное;73;;
0;999;Бензиновая электростанция MOSA GE 4500 HBS;Бензиновая электростанция MOSA GE 4500 HBS;;"Бензиновая электростанция <a href=""/mosa.html"">MOSA</a>.";0;0;0;0;Бензиновая электростанция MOSA GE 4500 HBS;Бензиновая электростанция MOSA GE 4500 HBS;0;1;;MOSA;Италия;без кожуха;электростарт;;Бензиновый;АИ-92;;воздушное;72;;
0;1004;Бензиновая электростанция MOSA GE 4500 HSX-EAS;Бензиновая электростанция MOSA GE 4500 HSX-EAS;;"Бензиновая электростанция MOSA, <a href=""/mosa.html""> дизельный генератор MOSA</a>.";0;0;0;0;Бензиновая электростанция MOSA GE 4500 HSX-EAS;Бензиновая электростанция MOSA GE 4500 HSX-EAS;0;1;;MOSA;Италия;в кожухе;электростарт;;Бензиновый;АИ-92;;воздушное;64;;
0;1001;Бензиновая электростанция MOSA GE 4500 SX-EAS;Бензиновая электростанция MOSA GE 4500 SX-EAS;;"Бензиновые <a href=""/mosa.html"">MOSA электростанции</a>..";0;0;0;0;Бензиновая электростанция MOSA GE 4500 SX-EAS;Бензиновая электростанция MOSA GE 4500 SX-EAS;0;1;;MOSA;Италия;в кожухе;электростарт;;Бензиновый;АИ-92;;воздушное;71;;
0;1044;Бензиновая электростанция MOSA GE 6000 BS/GA;Бензиновая электростанция MOSA GE 6000 BS/GA;;"Бензиновые <a href=""/mosa.html"">MOSA</a> электростанция.";0;0;0;0;Бензиновая электростанция MOSA GE 6000 BS/GA;Бензиновая электростанция MOSA GE 6000 BS/GA;0;1;;MOSA;Италия;без кожуха;электростарт;;Бензиновый;АИ-92;;воздушное;74;;
0;1079;Бензиновая электростанция MOSA GE 7000 BS/GS;Бензиновая электростанция MOSA GE 7000 BS/GS;;"<a href=""/mosa.html""> Бензиновые генераторы MOSA</a> продажа.";0;0;0;0;Бензиновая электростанция MOSA GE 7000 BS/GS;Бензиновая электростанция MOSA GE 7000 BS/GS;0;1;;MOSA;Италия;без кожуха;электростарт;;Бензиновый;АИ-92;;воздушное;74;;
